username,text,date
me0wmixlaura,When I was 20 years old I used to play around with drugs..  took 12 benadryl and couldn't feel my arm... I'm glad i… https://t.co/vtcNi5wtE0,2023-04-20 02:26:10+00:00
Trinitycodes,"TikTok is Banned?  What’s a cowboy gonna do?

#TikTok #tiktokban https://t.co/ZD1VxKybHh",2023-04-20 02:20:03+00:00
DoMathPlayPS5,If they ban tiktok…. I will move to CHina #china #tiktok #tiktokban #boysmell #ccp https://t.co/dolMxw8US8,2023-04-20 02:15:20+00:00
melaniefoxfire,you love to see it! people just out here making websites so you can easily find out who supports the #RESTRICTAct &amp;… https://t.co/2HoJ45VSVe,2023-04-20 01:23:48+00:00
MusicSuiteC,"Snap CEO Says He’d “Love” a TikTok Ban In the “Short Term”

https://t.co/KzocFERDBu
#Snap    #tiktokban     #Technews",2023-04-20 01:18:42+00:00
CheyenneHuntCA,"Right wing media ""newspaper""  @EpochTimes wrote an article comparing my stance on #tiktok to @MichelleSteelCA, sayi… https://t.co/bzRRGAI6Ch",2023-04-20 00:20:10+00:00
BridgerTack,So I made a podcast... https://t.co/ePN3be3Uei #redcircle #tiktokban #RESTRICTAct,2023-04-20 00:10:59+00:00
gamersheavenpnw,How can Montana BAN TikTok? Come see what @AlextheHumanoid &amp; @Wildling011 have to say! https://t.co/mDapNhvdYI via… https://t.co/Dl1ZN1jaxz,2023-04-20 00:02:14+00:00
unban_mochidoll,"Dear @TikTokSupport would you unban lilmochidoll? She's never broken any guidelines. This is really sad, she's had… https://t.co/GxHAamcIMl",2023-04-20 00:01:28+00:00
PlayTheManPod,"Rep. Massie Working Against TikTok Ban and RESTRICT Act
The Kentucky congressman is telling Republican leadership n… https://t.co/yceKLbOFUq",2023-04-19 23:55:33+00:00
Antiwarcom,"Rep. Massie Working Against TikTok Ban and RESTRICT Act
The Kentucky congressman is telling Republican leadership n… https://t.co/gey3xtRc3D",2023-04-19 23:35:22+00:00
CCollinsShow,Is a nationwide TikTok ban really necessary? Are there other ways to address the issues and protect user data?… https://t.co/fIFtby8MaJ,2023-04-19 23:23:26+00:00
JaayEm22,"Just In: Snap CEO Evan Spiegel says that a TikTok ban would benefit Snap in the short-term - Partner Summit

$SNAP #TikTok #tiktokban",2023-04-19 23:21:17+00:00
felixsupreme305,"Hakimi Strikes Back, Ariana Grande Skeleton Body Backlash, Jamie Foxx Stroke?! (TFTC EP101)
CC:@PapaOblock… https://t.co/pzOmqWD3xe",2023-04-19 23:02:36+00:00
TheDrum,"TikTok's immense cultural impact is unquestionable, particularly in the Asia Pacific region; however, as the West c… https://t.co/08uA6ueDh8",2023-04-19 23:00:35+00:00
ChrisMehl7,"Experts on the #mtleg #tiktokban:
-Doesn't understand today's technology
-Can't be enforced
-Likely will cost $$$ M… https://t.co/LyvETq8xUa",2023-04-19 22:56:05+00:00
patriottmom2one,@GavinNewsom Gavin. Where in the bill does it say “don’t say gay?”  Where in the #RestrictAct does it say #tiktokban,2023-04-19 22:23:15+00:00
Tonyjm_177,"The more you know! 

#TikTok
#TikTokBan 
#KnowingIsHalfTheBattle https://t.co/TJXZ8I2DVj",2023-04-19 22:21:26+00:00
authorlmfox,Mr. Second Best by LM Fox Forbidden romance 🖤 Second Chance romance 🖤 friends to lovers 🖤 #books #romancereader… https://t.co/3xpPyyDumk,2023-04-19 21:58:16+00:00
